subject,schedule,difficulty,habit,GroupName
C#,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C#_AI
C#,Afternoon,Advanced,Project work; collaboration; skill layering,Study_C#_AA
C#,Evening,Beginner,Light reading; practice problems; reward session,Study_C#_EB
C#,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C#_EI
C#,Evening,Advanced,Self-assessment; mentoring; review loop,Study_C#_EA
Go,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Go_MB
Go,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Go_MI
Go,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Go_MA
Go,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Go_AB
Go,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Go_AI
Go,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Go_AA
Go,Evening,Beginner,Light reading; practice problems; reward session,Study_Go_EB
Go,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Go_EI
Go,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Go_EA
Rust,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ru_MB
Rust,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ru_MI
Rust,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ru_MA
Rust,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ru_AB
Rust,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ru_AI
Rust,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Rust,Evening,Beginner,Light reading; practice problems; reward session,Study_Ru_EB
Rust,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ru_EI
Rust,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ru_EA
Ruby,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ru_MB
Ruby,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ru_MI
Ruby,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ru_MA
Ruby,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ru_AB
Ruby,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ru_AI
Ruby,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Ruby,Evening,Beginner,Light reading; practice problems; reward session,Study_Ru_EB
Ruby,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ru_EI
Ruby,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ru_EA
PHP,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ph_MB
PHP,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ph_MI
PHP,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ph_MA
PHP,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ph_AB
PHP,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ph_AI
PHP,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ph_AA
PHP,Evening,Beginner,Light reading; practice problems; reward session,Study_Ph_EB
PHP,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ph_EI
PHP,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ph_EA
Bash,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ba_MB
Bash,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ba_MI
Bash,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ba_MA
Bash,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ba_AB
Bash,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ba_AI
Bash,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ba_AA
Bash,Evening,Beginner,Light reading; practice problems; reward session,Study_Ba_EB
Bash,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ba_EI
Bash,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ba_EA
PowerShell,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Po_MB
PowerShell,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Po_MI
PowerShell,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Po_MA
PowerShell,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Po_AB
PowerShell,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Po_AI
PowerShell,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Po_AA
PowerShell,Evening,Beginner,Light reading; practice problems; reward session,Study_Po_EB
PowerShell,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Po_EI
PowerShell,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Po_EA
Perl,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Pe_MB
Perl,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Pe_MI
Perl,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Pe_MA
Perl,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Pe_AB
Perl,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Pe_AI
Perl,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Pe_AA
Perl,Evening,Beginner,Light reading; practice problems; reward session,Study_Pe_EB
Perl,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Pe_EI
Perl,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Pe_EA
Haskell,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ha_MB
Haskell,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ha_MI
Haskell,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ha_MA
Haskell,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ha_AB
Haskell,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ha_AI
Haskell,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ha_AA
Haskell,Evening,Beginner,Light reading; practice problems; reward session,Study_Ha_EB
Haskell,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ha_EI
Haskell,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ha_EA
Elixir,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_El_MB
Elixir,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_El_MI
Elixir,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_El_MA
Elixir,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_El_AB
Elixir,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_El_AI
Elixir,Afternoon,Advanced,Project work; collaboration; skill layering,Study_El_AA
Elixir,Evening,Beginner,Light reading; practice problems; reward session,Study_El_EB
Elixir,Evening,Intermediate,Revision; experimentation; peer discussion,Study_El_EI
Elixir,Evening,Advanced,Self-assessment; mentoring; review loop,Study_El_EA
Lisp,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Li_MB
Lisp,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Li_MI
Lisp,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Li_MA
Lisp,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Li_AB
Lisp,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Li_AI
Lisp,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Li_AA
Lisp,Evening,Beginner,Light reading; practice problems; reward session,Study_Li_EB
Lisp,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Li_EI
Lisp,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Li_EA
Prolog,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Pr_MB
Prolog,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Pr_MI
Prolog,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Pr_MA
Prolog,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Pr_AB
Prolog,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Pr_AI
Prolog,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Pr_AA
Prolog,Evening,Beginner,Light reading; practice problems; reward session,Study_Pr_EB
Prolog,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Pr_EI
Prolog,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Pr_EA
TypeScript,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ty_MB
TypeScript,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ty_MI
TypeScript,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ty_MA
TypeScript,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ty_AB
TypeScript,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ty_AI
TypeScript,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ty_AA
TypeScript,Evening,Beginner,Light reading; practice problems; reward session,Study_Ty_EB
TypeScript,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ty_EI
TypeScript,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ty_EA
Dart,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Da_MB
Dart,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Da_MI
Dart,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Da_MA
Dart,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Da_AB
Dart,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Da_AI
Dart,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Da_AA
Dart,Evening,Beginner,Light reading; practice problems; reward session,Study_Da_EB
Dart,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Da_EI
Dart,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Da_EA
Swift,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Sw_MB
Swift,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Sw_MI
Swift,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Sw_MA
Swift,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Sw_AB
Swift,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Sw_AI
Swift,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Sw_AA
Swift,Evening,Beginner,Light reading; practice problems; reward session,Study_Sw_EB
Swift,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Sw_EI
Swift,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Sw_EA
Kotlin,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ko_MB
Kotlin,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ko_MI
Kotlin,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ko_MA
Kotlin,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ko_AB
Kotlin,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ko_AI
Kotlin,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ko_AA
Kotlin,Evening,Beginner,Light reading; practice problems; reward session,Study_Ko_EB
Kotlin,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ko_EI
Kotlin,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ko_EA
Web Development,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_We_MB
Web Development,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_We_MI
Web Development,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_We_MA
Web Development,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_We_AB
Web Development,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_We_AI
Web Development,Afternoon,Advanced,Project work; collaboration; skill layering,Study_We_AA
Web Development,Evening,Beginner,Light reading; practice problems; reward session,Study_We_EB
Web Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_We_EI
Web Development,Evening,Advanced,Self-assessment; mentoring; review loop,Study_We_EA
Mobile Development,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Mo_MB
Mobile Development,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Mo_MI
Mobile Development,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Mo_MA
Mobile Development,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Mo_AB
Mobile Development,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Mo_AI
Mobile Development,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Mo_AA
Mobile Development,Evening,Beginner,Light reading; practice problems; reward session,Study_Mo_EB
Mobile Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Mo_EI
Mobile Development,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Mo_EA
ai & machine learning,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ai_MB
ai & machine learning,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ai_MI
ai & machine learning,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ai_MA
ai & machine learning,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ai_AB
ai & machine learning,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ai_AI
ai & machine learning,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ai_AA
ai & machine learning,Evening,Beginner,Light reading; practice problems; reward session,Study_Ai_EB
ai & machine learning,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ai_EI
ai & machine learning,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ai_EA
Data Science,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Da_MB
Data Science,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Da_MI
Data Science,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Da_MA
Data Science,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Da_AB
Data Science,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Da_AI
Data Science,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Da_AA
Data Science,Evening,Beginner,Light reading; practice problems; reward session,Study_Da_EB
Data Science,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Da_EI
Data Science,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Da_EA
Cybersecurity,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Cy_MB
Cybersecurity,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Cy_MI
Cybersecurity,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Cy_MA
Cybersecurity,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Cy_AB
Cybersecurity,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Cy_AI
Cybersecurity,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Cy_AA
Cybersecurity,Evening,Beginner,Light reading; practice problems; reward session,Study_Cy_EB
Cybersecurity,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Cy_EI
Cybersecurity,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Cy_EA
Blockchain,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Bl_MB
Blockchain,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Bl_MI
Blockchain,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Bl_MA
Blockchain,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Bl_AB
Blockchain,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Bl_AI
Blockchain,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Bl_AA
Blockchain,Evening,Beginner,Light reading; practice problems; reward session,Study_Bl_EB
Blockchain,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Bl_EI
Blockchain,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Bl_EA
Game Development,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ga_MB
Game Development,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ga_MI
Game Development,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ga_MA
Game Development,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ga_AB
Game Development,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ga_AI
Game Development,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ga_AA
Game Development,Evening,Beginner,Light reading; practice problems; reward session,Study_Ga_EB
Game Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ga_EI
Game Development,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ga_EA
Cloud Computing,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Cl_MB
Cloud Computing,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Cl_MI
Cloud Computing,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Cl_MA
Cloud Computing,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Cl_AB
Cloud Computing,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Cl_AI
Cloud Computing,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Cl_AA
Cloud Computing,Evening,Beginner,Light reading; practice problems; reward session,Study_Cl_EB
Cloud Computing,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Cl_EI
Cloud Computing,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Cl_EA
DevOps,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_De_MB
DevOps,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_De_MI
DevOps,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_De_MA
DevOps,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_De_AB
DevOps,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_De_AI
DevOps,Afternoon,Advanced,Project work; collaboration; skill layering,Study_De_AA
DevOps,Evening,Beginner,Light reading; practice problems; reward session,Study_De_EB
DevOps,Evening,Intermediate,Revision; experimentation; peer discussion,Study_De_EI
DevOps,Evening,Advanced,Self-assessment; mentoring; review loop,Study_De_EA
IoT,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Io_MB
IoT,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Io_MI
IoT,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Io_MA
IoT,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Io_AB
IoT,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Io_AI
IoT,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Io_AA
IoT,Evening,Beginner,Light reading; practice problems; reward session,Study_Io_EB
IoT,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Io_EI
IoT,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Io_EA
AR/VR,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ar_MB
AR/VR,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ar_MI
AR/VR,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ar_MA
AR/VR,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ar_AB
AR/VR,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ar_AI
AR/VR,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ar_AA
AR/VR,Evening,Beginner,Light reading; practice problems; reward session,Study_Ar_EB
AR/VR,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ar_EI
AR/VR,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ar_EA
Robotics,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ro_MB
Robotics,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ro_MI
Robotics,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ro_MA
Robotics,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ro_AB
Robotics,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ro_AI
Robotics,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ro_AA
Robotics,Evening,Beginner,Light reading; practice problems; reward session,Study_Ro_EB
Robotics,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ro_EI
Robotics,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ro_EA
Bioinformatics,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Bi_MB
Bioinformatics,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Bi_MI
Bioinformatics,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Bi_MA
Bioinformatics,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Bi_AB
Bioinformatics,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Bi_AI
Bioinformatics,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Bi_AA
Bioinformatics,Evening,Beginner,Light reading; practice problems; reward session,Study_Bi_EB
Bioinformatics,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Bi_EI
Bioinformatics,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Bi_EA
Embedded Systems,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Em_MB
Embedded Systems,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Em_MI
Embedded Systems,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Em_MA
Embedded Systems,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Em_AB
Embedded Systems,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Em_AI
Embedded Systems,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Em_AA
Embedded Systems,Evening,Beginner,Light reading; practice problems; reward session,Study_Em_EB
Embedded Systems,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Em_EI
Embedded Systems,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Em_EA
Quantum Computing,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Qu_MB
Quantum Computing,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Qu_MI
Quantum Computing,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Qu_MA
Quantum Computing,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Qu_AB
Quantum Computing,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Qu_AI
Quantum Computing,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Qu_AA
Quantum Computing,Evening,Beginner,Light reading; practice problems; reward session,Study_Qu_EB
Quantum Computing,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Qu_EI
Quantum Computing,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Qu_EA
Ruby,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ru_EI
Dart,Evening,Beginner,Light reading; practice problems; reward session,Study_Da_EB
Robotics,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ro_MI
Dart,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Da_AI
Data Science,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Da_AI
IoT,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Io_AB
Quantum Computing,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Qu_EI
PHP,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ph_AA
Kotlin,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ko_MI
C,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C_EI
Go,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Go_EA
Dart,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Da_EI
PowerShell,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Po_MA
DevOps,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_De_MA
